"","harass5","emailmin","emailhr","educ","polviews","advfront","snapchat","instagrm","wrkstat"
"368",NA,0,2,15,"Liberal","Strongly agree","No","No","Unempl, laid off"
"369",NA,0,5,13,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"370","No",NA,NA,13,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"371","No",NA,NA,20,"Moderate",NA,"No","No","Working fulltime"
"372","No",0,1,18,"Conservative",NA,"No","No","Keeping house"
"373","No",NA,NA,12,NA,NA,NA,NA,"Working parttime"
"374",NA,NA,NA,18,"Liberal","Agree",NA,NA,"Retired"
"375","No",NA,NA,14,NA,NA,NA,NA,"Keeping house"
"376",NA,0,10,16,"Moderate","Strongly agree","Yes","Yes","Working fulltime"
"377","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"378",NA,0,21,16,"Moderate","Strongly disagree",NA,NA,"Keeping house"
"379","Yes",NA,NA,13,"Moderate",NA,"No","No","Working fulltime"
"380",NA,0,6,18,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"381","No",0,3,20,"Moderate",NA,NA,NA,"Retired"
"382",NA,0,10,16,"Moderate","Strongly agree","No","Yes","Retired"
"383",NA,0,6,12,"Slightly liberal","Strongly agree",NA,NA,"Retired"
"384","No",NA,NA,13,"Slightly liberal",NA,"No","Yes","Working fulltime"
"385",NA,0,30,18,"Slghtly conservative","Agree","Yes","Yes","Working fulltime"
"386",NA,0,10,16,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"387","No",NA,NA,16,"Moderate",NA,NA,NA,"Working parttime"
"388","No",0,20,16,"Liberal",NA,NA,NA,"Working fulltime"
"389","No",NA,NA,16,"Extremely liberal",NA,"No","No","Retired"
"390",NA,0,8,18,"Slightly liberal","Strongly agree","No","Yes","Working fulltime"
"391","Yes",NA,NA,16,"Liberal",NA,NA,NA,"Retired"
"392","No",NA,NA,12,"Moderate",NA,"No","No","Working parttime"
"393","No",NA,NA,20,"Liberal",NA,"No","No","Working fulltime"
"394","No",0,10,14,"Extremely liberal",NA,"No","No","Working fulltime"
"395","No",NA,NA,16,"Liberal",NA,"No","No","School"
"396",NA,30,0,18,"Liberal","Agree",NA,NA,"Working fulltime"
"397","No",NA,NA,16,"Slightly liberal",NA,"Yes","Yes","School"
"398",NA,0,10,18,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"399",NA,0,30,16,"Liberal","Disagree","No","No","Working fulltime"
"400",NA,0,22,16,"Moderate","Agree",NA,NA,"Working fulltime"
"401","No",NA,NA,11,"Liberal",NA,NA,NA,"Working fulltime"
"402",NA,0,3,13,"Conservative","Agree","Yes","Yes","Temp not working"
"403","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Working fulltime"
"404","No",NA,NA,12,"Moderate",NA,NA,NA,"Working fulltime"
"405",NA,0,12,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"406","No",NA,NA,12,"Slightly liberal",NA,"No","No","Retired"
"407",NA,0,7,12,"Moderate","Agree","No","No","Keeping house"
"408","No",0,7,20,"Extremely liberal",NA,NA,NA,"Working fulltime"
"409",NA,0,30,16,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"410",NA,0,2,18,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"411","No",30,2,19,NA,NA,"No","No","Retired"
"412","Yes",NA,NA,20,"Conservative",NA,NA,NA,"Working fulltime"
"413","No",0,40,15,"Moderate",NA,"Yes","Yes","Working fulltime"
"414",NA,0,30,18,"Conservative","Disagree",NA,NA,"Working fulltime"
"415",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Working fulltime"
"416","No",NA,NA,12,"Conservative",NA,NA,NA,"Working fulltime"
"417",NA,0,15,13,"Slghtly conservative","Strongly agree",NA,NA,"Working fulltime"
"418","No",NA,NA,10,"Conservative",NA,NA,NA,"Other"
"419",NA,0,0,12,"Slightly liberal","Disagree",NA,NA,"Working fulltime"
"420",NA,NA,NA,14,"Moderate","Agree",NA,NA,"Retired"
"421","No",0,7,13,"Moderate",NA,"Yes","Yes","Working parttime"
"422",NA,NA,NA,10,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"423",NA,30,12,12,"Moderate","Strongly agree",NA,NA,"Working parttime"
"424","No",NA,NA,20,"Liberal",NA,"No","No","Working fulltime"
"425",NA,0,5,18,"Slightly liberal","Agree","No","No","Retired"
"426","No",NA,NA,16,"Moderate",NA,NA,NA,"Retired"
"427",NA,0,10,18,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"428",NA,0,20,18,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"429",NA,0,2,10,"Liberal","Strongly agree","No","Yes","Working parttime"
"430",NA,NA,NA,10,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"431","No",NA,NA,11,"Liberal",NA,"Yes","No","Working fulltime"
"432",NA,0,50,12,"Conservative","Agree","Yes","Yes","Working parttime"
"433","No",NA,NA,11,"Moderate",NA,"Yes","Yes","Unempl, laid off"
"434","No",NA,NA,6,"Liberal",NA,"No","No","Working fulltime"
"435","No",NA,NA,13,"Conservative",NA,"No","Yes","Working fulltime"
"436",NA,0,10,16,"Slghtly conservative","Agree","Yes","No","Working fulltime"
"437",NA,0,0,13,"Moderate","Disagree",NA,NA,"Retired"
"438",NA,0,28,14,"Slghtly conservative","Agree",NA,NA,"Retired"
"439","No",0,0,11,"Extremely liberal",NA,NA,NA,"School"
"440",NA,20,0,16,"Liberal","Agree",NA,NA,"Working fulltime"
"441","No",NA,NA,16,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"442","No",0,20,16,"Slightly liberal",NA,"No","No","Working fulltime"
"443","Yes",NA,NA,20,"Liberal",NA,"Yes","Yes","School"
"444","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Working parttime"
"445",NA,5,0,12,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"446","No",0,3,14,"Moderate",NA,"No","No","Working fulltime"
"447",NA,0,0,12,"Moderate","Agree",NA,NA,"Retired"
"448",NA,20,0,12,"Extremely liberal","Disagree","No","No","Working fulltime"
"449",NA,0,25,16,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"450","No",0,7,12,"Moderate",NA,"No","No","Working parttime"
"451",NA,10,1,14,"Slghtly conservative","Agree",NA,NA,"Other"
"452","Yes",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"453",NA,0,7,15,"Moderate","Agree","No","No","Working fulltime"
"454",NA,0,2,12,"Extremely liberal","Strongly agree","No","No","Working parttime"
"455",NA,0,10,17,"Moderate","Agree",NA,NA,"Unempl, laid off"
"456","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Other"
"457",NA,0,56,17,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"458","No",NA,NA,16,"Moderate",NA,"No","No","Working fulltime"
"459",NA,0,35,18,"Moderate","Disagree","No","Yes","Working fulltime"
"460",NA,0,10,12,"Moderate","Agree",NA,NA,"Retired"
"461","No",NA,NA,20,"Extremely liberal",NA,"No","Yes","Working fulltime"
"462","No",0,20,18,"Moderate",NA,"No","No","Working fulltime"
"463","No",NA,NA,20,"Liberal",NA,"Yes","No","Working fulltime"
"464",NA,0,2,16,"Liberal","Strongly agree","No","No","Working parttime"
"465","No",NA,NA,19,"Slghtly conservative",NA,"No","No","Working fulltime"
"466","No",0,2,16,"Slghtly conservative",NA,"No","No","Working parttime"
"467",NA,0,10,18,"Liberal","Agree",NA,NA,"Working fulltime"
"468","No",NA,NA,20,"Liberal",NA,"No","No","Working fulltime"
"469",NA,0,1,16,"Moderate","Agree","No","Yes","Working fulltime"
"470",NA,0,10,16,"Extremely liberal","Strongly agree",NA,NA,"Working fulltime"
"471","No",NA,NA,18,"Slightly liberal",NA,"No","No","Working fulltime"
"472","No",0,4,16,"Liberal",NA,"No","No","Working parttime"
"473",NA,0,1,18,"Slghtly conservative","Agree","No","No","Working fulltime"
"474",NA,0,1,13,"Liberal","Agree",NA,NA,"Working fulltime"
"475","No",NA,NA,16,"Liberal",NA,"No","Yes","Working fulltime"
"476","No",0,0,12,"Moderate",NA,NA,NA,"Retired"
"477",NA,0,0,9,"Moderate","Agree",NA,NA,"Retired"
"478",NA,0,1,16,"Liberal","Strongly agree","No","Yes","Unempl, laid off"
"479",NA,0,3,12,"Extremely liberal","Strongly agree",NA,NA,"Keeping house"
"480","Yes",NA,NA,19,"Liberal",NA,"No","Yes","Working fulltime"
"481",NA,0,2,14,"Moderate","Agree",NA,NA,"Unempl, laid off"
"482","No",NA,NA,16,"Liberal",NA,"No","No","Working fulltime"
"483","No",NA,NA,16,"Slghtly conservative",NA,"Yes","Yes","Working fulltime"
"484",NA,0,12,12,"Moderate","Agree",NA,NA,"Working fulltime"
"485",NA,0,20,14,"Conservative","Strongly agree","No","No","Working fulltime"
"486","No",NA,NA,18,"Moderate",NA,"No","Yes","Temp not working"
"487","No",NA,NA,14,"Slghtly conservative",NA,NA,NA,"Retired"
"488",NA,0,4,20,"Extremely liberal","Agree",NA,NA,"Working fulltime"
"489","No",NA,NA,12,"Slightly liberal",NA,"No","No","Working fulltime"
"490","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Retired"
"491","No",NA,NA,12,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"492",NA,NA,NA,10,"Extrmly conservative",NA,NA,NA,"Retired"
"493",NA,0,0,2,"Extremely liberal","Strongly agree",NA,NA,"Working parttime"
"494","No",NA,NA,20,"Liberal",NA,"No","No","Unempl, laid off"
"495","No",0,4,12,NA,NA,NA,NA,"Keeping house"
"496",NA,0,0,12,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"497",NA,0,45,13,"Conservative","Agree",NA,NA,"Working fulltime"
"498","No",0,40,12,"Moderate",NA,"No","No","Working fulltime"
"499","No",NA,NA,12,"Liberal",NA,"No","No","Working parttime"
"500","No",0,7,12,"Extremely liberal",NA,"No","No","Working parttime"
"501",NA,0,2,13,"Moderate","Agree",NA,NA,"Working fulltime"
"502","No",NA,NA,15,"Liberal",NA,"No","No","School"
"503","Yes",NA,NA,14,"Moderate",NA,"No","No","Working parttime"
"504",NA,NA,NA,12,"Moderate",NA,NA,NA,"Unempl, laid off"
"505",NA,30,0,12,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"506","No",0,14,12,"Moderate",NA,NA,NA,"School"
"507","Yes",NA,NA,16,"Slightly liberal",NA,NA,NA,"Working fulltime"
"508",NA,0,3,15,"Liberal","Agree","No","Yes","Working parttime"
"509",NA,0,12,16,"Moderate","Agree",NA,NA,"Working fulltime"
"510","No",NA,NA,16,"Liberal",NA,"No","No","Working fulltime"
"511","No",2,0,12,"Moderate",NA,NA,NA,"Retired"
"512",NA,10,1,18,"Moderate","Disagree",NA,NA,"Retired"
"513","No",NA,NA,14,"Slghtly conservative",NA,"No","No","Working parttime"
"514",NA,5,0,12,"Liberal","Agree",NA,NA,"Working fulltime"
"515","No",NA,NA,13,"Moderate",NA,"No","No","Working fulltime"
"516","No",0,2,12,"Moderate",NA,"No","No","Working fulltime"
"517",NA,0,60,19,"Slightly liberal","Disagree",NA,NA,"Working fulltime"
"518","No",NA,NA,15,"Moderate",NA,"Yes","Yes","Working parttime"
"519",NA,20,0,17,"Moderate","Agree",NA,NA,"Keeping house"
"520",NA,30,0,10,"Moderate","Agree","No","No","Keeping house"
"521",NA,0,20,13,"Moderate","Agree",NA,NA,"Working fulltime"
"522",NA,0,1,20,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"523",NA,0,7,18,"Slightly liberal","Strongly agree",NA,NA,"Working fulltime"
"524",NA,0,20,16,"Liberal","Strongly agree",NA,NA,"Working fulltime"
"525",NA,30,2,17,"Liberal","Agree",NA,NA,"Retired"
"526","No",0,7,16,"Liberal",NA,"No","No","Working parttime"
"527",NA,0,1,14,"Liberal","Agree",NA,NA,"Working parttime"
"528","No",NA,NA,18,"Liberal",NA,"No","No","Working fulltime"
"529",NA,0,10,16,"Moderate","Agree",NA,NA,"Working parttime"
"530",NA,0,30,16,"Moderate","Agree",NA,NA,"Working fulltime"
"531","No",NA,NA,14,"Liberal",NA,NA,NA,"Retired"
"532","No",NA,NA,20,"Liberal",NA,"No","No","Working fulltime"
"533",NA,0,5,16,"Moderate","Strongly agree","No","No","Keeping house"
"534","Yes",NA,NA,17,"Slightly liberal",NA,"No","No","Retired"
"535","Does not apply (i do not have a job/superior/co-worker)",0,0,16,"Moderate",NA,NA,NA,"Retired"
"536",NA,40,0,17,"Moderate","Strongly agree",NA,NA,"Retired"
"537","No",NA,NA,6,"Slightly liberal",NA,NA,NA,"Working fulltime"
"538","Does not apply (i do not have a job/superior/co-worker)",NA,NA,12,"Conservative",NA,NA,NA,"Keeping house"
"539",NA,NA,NA,12,"Slightly liberal","Disagree",NA,NA,"Retired"
"540",NA,10,0,11,"Moderate","Agree","No","No","Working fulltime"
"541","No",0,20,14,"Extremely liberal",NA,NA,NA,"Working parttime"
"542","No",NA,NA,18,"Slightly liberal",NA,"No","Yes","Working fulltime"
"543",NA,0,4,13,"Moderate","Agree","No","No","Working fulltime"
"544","Yes",0,10,20,"Extremely liberal",NA,"No","No","Working parttime"
"545","No",NA,NA,20,"Liberal",NA,"Yes","No","Working fulltime"
"546",NA,0,1,16,"Slightly liberal","Disagree",NA,NA,"Keeping house"
"547","No",NA,NA,13,"Slightly liberal",NA,"Yes","Yes","Working fulltime"
"548",NA,0,2,12,"Moderate","Agree",NA,NA,"Working fulltime"
"549",NA,NA,NA,6,"Conservative","Strongly agree",NA,NA,"Retired"
"550","No",NA,NA,12,"Moderate",NA,"Yes","Yes","Working fulltime"
"551","No",0,8,12,"Moderate",NA,"No","Yes","Working fulltime"
"552","No",NA,NA,7,"Moderate",NA,"No","No","Unempl, laid off"
"553",NA,NA,NA,12,"Slightly liberal","Strongly agree",NA,NA,"Temp not working"
"554","No",0,1,14,"Moderate",NA,"No","Yes","Working fulltime"
"555","No",NA,NA,16,"Slightly liberal",NA,"No","No","Working fulltime"
"556",NA,0,2,10,"Conservative","Agree",NA,NA,"Working fulltime"
"557",NA,0,6,12,"Moderate","Agree",NA,NA,"Working fulltime"
"558",NA,0,10,15,"Moderate","Agree",NA,NA,"Retired"
"559","Yes",NA,NA,19,"Slightly liberal",NA,"No","No","Working parttime"
"560",NA,NA,NA,8,NA,"Dont know",NA,NA,"Retired"
"561","No",NA,NA,6,"Conservative",NA,NA,NA,"Keeping house"
"562","No",NA,NA,20,"Liberal",NA,NA,NA,"Retired"
"563",NA,NA,NA,12,NA,"Agree",NA,NA,"Retired"
"564","No",NA,NA,14,"Moderate",NA,NA,NA,"Working fulltime"
"565","No",NA,NA,17,"Slightly liberal",NA,"No","Yes","Keeping house"
"566",NA,0,0,12,"Slghtly conservative","Strongly agree",NA,NA,"Other"
"567","No",NA,NA,15,"Extremely liberal",NA,NA,NA,"Working fulltime"
"568",NA,0,2,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"569","No",0,1,13,"Conservative",NA,"No","No","Working fulltime"
"570","Yes",NA,NA,9,"Moderate",NA,"No","No","Working parttime"
"571","No",2,0,16,"Slightly liberal",NA,"No","No","Working fulltime"
"572",NA,0,4,16,"Conservative","Agree",NA,NA,"Retired"
"573",NA,0,3,16,"Slightly liberal","Agree",NA,NA,"Working fulltime"
"574","No",0,10,12,"Moderate",NA,"No","Yes","Working parttime"
"575","Yes",NA,NA,14,"Slightly liberal",NA,"No","Yes","Unempl, laid off"
"576","No",0,2,16,"Conservative",NA,"No","No","Keeping house"
"577","No",NA,NA,18,"Conservative",NA,NA,NA,"Keeping house"
"578","No",NA,NA,12,"Slghtly conservative",NA,NA,NA,"Retired"
"579",NA,0,0,12,"Slghtly conservative","Disagree",NA,NA,"Keeping house"
"580",NA,0,1,16,"Moderate","Strongly disagree",NA,NA,"Working parttime"
"581","No",NA,NA,12,"Moderate",NA,NA,NA,"Working parttime"
"582","No",NA,NA,8,"Slightly liberal",NA,NA,NA,"Retired"
"583",NA,0,1,12,"Extremely liberal","Disagree",NA,NA,"Working fulltime"
"584","No",NA,NA,14,"Moderate",NA,NA,NA,"Unempl, laid off"
"585",NA,0,1,12,"Liberal","Disagree","No","No","School"
"586","No",NA,NA,7,"Extremely liberal",NA,NA,NA,"Keeping house"
"587","No",NA,NA,12,"Liberal",NA,NA,NA,"Unempl, laid off"
"588",NA,NA,NA,14,"Moderate","Strongly agree",NA,NA,"Working fulltime"
"589",NA,0,3,12,"Moderate","Agree",NA,NA,"Unempl, laid off"
"590",NA,0,5,17,"Conservative","Agree",NA,NA,"Working fulltime"
"591",NA,NA,NA,15,"Conservative","Strongly agree",NA,NA,"Retired"
"592","No",NA,NA,14,"Moderate",NA,"No","Yes","Working parttime"
"593",NA,0,60,20,"Conservative","Strongly agree",NA,NA,"Retired"
"594",NA,0,10,13,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"595","No",NA,NA,13,"Slghtly conservative",NA,"No","Yes","Keeping house"
"596","Yes",NA,NA,20,"Conservative",NA,"No","Yes","Retired"
"597",NA,0,10,14,"Moderate","Agree","Yes","No","Retired"
"598",NA,NA,NA,12,"Extrmly conservative","Dont know",NA,NA,"Retired"
"599",NA,0,8,13,"Slghtly conservative","Agree",NA,NA,"Other"
"600","No",0,15,20,"Conservative",NA,NA,NA,"Working fulltime"
"601","No",NA,NA,14,"Conservative",NA,NA,NA,"Retired"
"602",NA,0,0,12,"Conservative","Agree","Yes","Yes","Working fulltime"
"603",NA,0,0,12,"Conservative","Agree",NA,NA,"Working fulltime"
"604","No",NA,NA,12,"Moderate",NA,NA,NA,"Keeping house"
"605","No",NA,NA,13,"Conservative",NA,NA,NA,"Retired"
"606",NA,0,10,13,"Moderate","Dont know","No","No","Working parttime"
"607",NA,0,10,13,"Moderate","Agree",NA,NA,"Working parttime"
"608","Does not apply (i do not have a job/superior/co-worker)",NA,NA,14,"Extrmly conservative",NA,NA,NA,"Retired"
"609",NA,0,2,20,"Conservative","Agree",NA,NA,"Working fulltime"
"610","No",0,32,16,"Moderate",NA,"No","No","Working fulltime"
"611",NA,20,0,12,NA,"Dont know",NA,NA,"Keeping house"
"612",NA,0,1,11,"Moderate","Dont know",NA,NA,"Working parttime"
"613","No",NA,NA,12,"Slghtly conservative",NA,"No","No","Working parttime"
"614","Yes",NA,NA,12,"Slightly liberal",NA,"No","No","Other"
"615","No",NA,NA,18,"Moderate",NA,"No","No","Working fulltime"
"616",NA,0,5,14,"Extrmly conservative","Agree",NA,NA,"Working parttime"
"617",NA,0,5,12,"Moderate","Agree","No","No","Retired"
"618",NA,0,10,20,"Conservative","Strongly agree",NA,NA,"Working fulltime"
"619","No",NA,NA,14,"Moderate",NA,"Yes","Yes","Working parttime"
"620",NA,0,3,16,"Moderate","Agree","No","No","Temp not working"
"621",NA,30,0,12,"Conservative",NA,"No","No","Working parttime"
"622","No",NA,NA,12,"Slightly liberal",NA,NA,NA,"Other"
"623",NA,0,1,10,"Slightly liberal","Strongly agree",NA,NA,"Retired"
"624","No",NA,NA,12,"Slightly liberal",NA,NA,NA,"Working fulltime"
"625",NA,0,0,16,"Moderate","Agree",NA,NA,"Working parttime"
"626","No",NA,NA,16,"Slghtly conservative",NA,"No","No","Keeping house"
"627",NA,0,1,16,"Slghtly conservative","Agree",NA,NA,"Working parttime"
"628","No",0,10,16,"Moderate",NA,"No","No","Working parttime"
"629",NA,0,1,20,"Extremely liberal","Strongly agree",NA,NA,"Retired"
"630","No",NA,NA,16,"Moderate",NA,"No","No","Working fulltime"
"631",NA,1,0,11,"Conservative","Disagree","No","No","School"
"632","Yes",NA,NA,16,"Slghtly conservative",NA,"No","No","Working parttime"
"633",NA,0,12,16,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"634",NA,0,3,14,"Conservative","Strongly agree",NA,NA,"Working parttime"
"635",NA,0,3,14,"Slghtly conservative","Agree",NA,NA,"Retired"
"636",NA,0,5,16,"Conservative","Disagree","No","No","Working fulltime"
"637","No",NA,NA,12,"Moderate",NA,"No","No","Working fulltime"
"638",NA,0,3,17,"Liberal","Agree",NA,NA,"Working fulltime"
"639","No",NA,NA,16,"Slghtly conservative",NA,"No","Yes","Working parttime"
"640",NA,0,1,12,"Moderate","Strongly agree","No","No","Working parttime"
"641","No",NA,NA,18,"Moderate",NA,"No","No","Working parttime"
"642",NA,30,0,16,"Slightly liberal","Agree","No","No","Working parttime"
"643",NA,0,30,16,"Moderate","Agree",NA,NA,"Working fulltime"
"644",NA,0,10,16,"Slightly liberal","Agree",NA,NA,"Keeping house"
"645","No",NA,NA,9,"Moderate",NA,"No","No","Unempl, laid off"
"646","No",NA,NA,12,"Moderate",NA,NA,NA,"Other"
"647",NA,NA,NA,19,"Moderate","Agree","No","No","Working fulltime"
"648",NA,0,4,19,"Conservative","Agree",NA,NA,"Working fulltime"
"649","No",NA,NA,15,"Conservative",NA,"Yes","Yes","Keeping house"
"650","No",0,9,16,"Liberal",NA,"Yes","No","Working fulltime"
"651","No",0,0,16,NA,NA,NA,NA,"Working fulltime"
"652",NA,0,10,19,NA,"Strongly agree",NA,NA,"Working parttime"
"653",NA,10,0,13,"Liberal","Strongly agree",NA,NA,"Unempl, laid off"
"654",NA,0,8,20,"Slghtly conservative","Agree","Yes","No","Working fulltime"
"655","No",NA,NA,11,"Conservative",NA,NA,NA,"Retired"
"656",NA,NA,NA,13,"Moderate","Agree",NA,NA,"Retired"
"657","Yes",NA,NA,12,"Moderate",NA,NA,NA,"Working parttime"
"658","No",NA,NA,12,"Moderate",NA,NA,NA,"Unempl, laid off"
"659",NA,0,1,15,"Conservative","Agree","No","Yes","Working fulltime"
"660",NA,0,1,16,"Conservative","Agree",NA,NA,"Working fulltime"
"661","No",NA,NA,12,"Moderate",NA,NA,NA,"Retired"
"662","No",NA,NA,13,"Liberal",NA,"Yes","Yes","School"
"663",NA,0,20,19,"Moderate","Agree","Yes","Yes","Working parttime"
"664","No",NA,NA,16,"Liberal",NA,"No","No","Retired"
"665",NA,0,7,12,"Conservative","Strongly disagree",NA,NA,"Working fulltime"
"666","No",NA,NA,13,"Slghtly conservative",NA,"No","No","Working fulltime"
"667",NA,0,0,12,"Conservative","Agree","No","Yes","Keeping house"
"668",NA,0,1,12,"Extremely liberal","Agree",NA,NA,"Other"
"669","No",NA,NA,12,"Slightly liberal",NA,NA,NA,"Working fulltime"
"670","No",5,0,16,"Slightly liberal",NA,NA,NA,"Working parttime"
"671",NA,NA,NA,12,"Moderate","Agree",NA,NA,"Retired"
"672",NA,20,0,12,"Moderate","Disagree",NA,NA,"Working fulltime"
"673","No",NA,NA,14,"Slightly liberal",NA,"No","No","Working parttime"
"674","No",2,0,12,"Moderate",NA,"Yes","Yes","Unempl, laid off"
"675",NA,0,30,11,"Slghtly conservative","Agree",NA,NA,"Working fulltime"
"676","No",NA,NA,18,"Moderate",NA,"No","No","Working fulltime"
"677","Yes",0,15,16,"Slightly liberal",NA,"Yes","No","Working fulltime"
"678",NA,0,22,18,"Moderate","Agree",NA,NA,"Working fulltime"
"679","Yes",NA,NA,15,"Slghtly conservative",NA,"Yes","No","Working fulltime"
"680","No",0,1,16,"Moderate",NA,"No","No","Working fulltime"
"681","No",NA,NA,14,"Slightly liberal",NA,"No","No","Working fulltime"
"682","No",NA,NA,12,"Conservative",NA,"No","No","Retired"
"683",NA,NA,NA,3,"Slghtly conservative","Agree",NA,NA,"Retired"
"684",NA,0,0,10,"Liberal","Disagree",NA,NA,"Keeping house"
