species,body_mass,forearm,age,sex,year
Artibeus planirostris,49,61.5,adult,female,2016
Artibeus planirostris,35.5,60.7,adult,male,2016
Artibeus planirostris,41.5,61.3,adult,female,2016
Artibeus planirostris,34,61.8,juvenile,male,2016
Artibeus planirostris,50,62.8,adult,female,2016
Artibeus planirostris,41,61.5,adult,male,2016
Artibeus planirostris,46.5,63.4,juvenile,male,2016
Artibeus planirostris,56,60.3,adult,female,2016
Artibeus planirostris,40,62.9,juvenile,male,2016
Artibeus planirostris,46,64.8,adult,female,2016
Artibeus planirostris,46,63.7,juvenile,male,2016
Artibeus planirostris,43.5,64,adult,female,2016
Artibeus planirostris,44,63,adult,female,2016
Artibeus planirostris,56,67,adult,female,2016
Artibeus planirostris,58,62,adult,female,2016
Artibeus planirostris,32,60,juvenile,male,2016
Artibeus planirostris,44,64.3,adult,female,2016
Artibeus planirostris,35.5,60,adult,male,2016
Artibeus planirostris,60,62.5,adult,female,2016
Artibeus planirostris,41.5,62.5,juvenile,female,2016
Artibeus planirostris,40.5,60.4,adult,female,2016
Artibeus planirostris,53,61,adult,female,2016
Artibeus planirostris,48.5,61,adult,female,2016
Artibeus planirostris,51,63.3,adult,female,2016
Artibeus planirostris,41.5,61.8,juvenile,male,2016
Artibeus planirostris,52.5,64.6,adult,female,2016
Artibeus planirostris,40,60.5,adult,male,2016
Artibeus planirostris,45.5,64,juvenile,male,2016
Artibeus planirostris,66,63.8,adult,female,2016
Artibeus planirostris,52.5,66.1,adult,female,2016
Artibeus planirostris,42,62.2,adult,male,2016
Artibeus planirostris,45.5,62.9,adult,male,2016
Artibeus planirostris,43,68.5,adult,male,2016
Artibeus planirostris,38,61.4,juvenile,male,2016
Artibeus planirostris,34.5,63.4,adult,female,2016
Artibeus planirostris,47.5,66,adult,female,2016
Artibeus planirostris,48,63.2,juvenile,female,2016
Artibeus planirostris,46.5,63.4,adult,female,2016
Artibeus planirostris,47,63.5,adult,male,2016
Artibeus planirostris,45,64.2,adult,female,2016
Artibeus planirostris,46.5,61.5,adult,female,2016
Artibeus planirostris,45,61,adult,male,2016
Artibeus planirostris,42.5,61,adult,male,2016
Artibeus planirostris,47,62.6,adult,female,2016
Artibeus planirostris,46.5,60.5,adult,male,2016
Artibeus planirostris,43,63.7,adult,male,2016
Artibeus planirostris,54,62,adult,female,2016
Artibeus planirostris,65,64.5,adult,female,2016
Artibeus planirostris,42,62.4,adult,female,2016
Artibeus planirostris,46.5,61,adult,male,2016
Artibeus planirostris,43,61,adult,male,2016
Artibeus planirostris,40,60.8,adult,male,2016
Artibeus planirostris,41,59,juvenile,male,2016
Artibeus planirostris,54.5,60,adult,female,2016
Artibeus planirostris,54,63.1,adult,female,2016
Artibeus planirostris,45,61.4,adult,female,2016
Artibeus planirostris,42,62.65,adult,male,2016
Artibeus planirostris,40.5,62.7,adult,female,2016
Artibeus planirostris,45,61.8,juvenile,male,2016
Artibeus planirostris,51,62.4,adult,female,2016
Artibeus planirostris,49,64.6,adult,female,2016
Artibeus planirostris,41,62.5,adult,male,2016
Artibeus planirostris,39.5,63,adult,female,2016
Artibeus planirostris,38.5,60.45,adult,female,2016
Artibeus planirostris,42.5,64.9,adult,female,2016
Artibeus planirostris,47.5,64,adult,female,2016
Artibeus planirostris,49,65,adult,female,2016
Artibeus planirostris,45.5,64,adult,female,2016
Artibeus planirostris,47,59.8,adult,male,2016
Artibeus planirostris,45,61.4,juvenile,female,2016
Artibeus planirostris,49,64.3,adult,female,2016
Artibeus planirostris,38.5,61.8,adult,female,2016
Artibeus planirostris,38.5,63.3,adult,female,2016
Artibeus planirostris,46,61.4,adult,female,2016
Artibeus planirostris,43,61,adult,female,2016
Artibeus planirostris,50,65.6,adult,female,2016
Artibeus planirostris,35,59,adult,male,2016
Artibeus planirostris,44,62.9,adult,female,2016
Artibeus planirostris,47.25,61.9,adult,female,2016
Artibeus planirostris,46,62.9,adult,female,2016
Artibeus planirostris,45,60.5,adult,female,2016
Artibeus planirostris,48,65,adult,female,2016
Artibeus planirostris,45,63.5,adult,female,2016
Artibeus planirostris,45,62.4,adult,female,2016
Artibeus planirostris,41,63,adult,male,2016
Artibeus planirostris,54,64,adult,female,2016
Artibeus planirostris,43,65,adult,female,2016
Artibeus planirostris,37,58.4,adult,male,2016
Artibeus planirostris,39.5,60.8,adult,male,2016
Artibeus planirostris,36,60.2,adult,female,2016
Artibeus planirostris,48,60.5,adult,female,2016
Artibeus planirostris,45,63.6,adult,female,2016
Artibeus planirostris,44.5,62.4,adult,female,2016
Artibeus planirostris,44,60.4,adult,male,2016
Artibeus planirostris,32,65.9,adult,female,2016
Artibeus planirostris,42.5,62.9,juvenile,male,2016
Artibeus planirostris,51,64,adult,female,2016
Artibeus planirostris,45,63.5,adult,male,2016
Artibeus planirostris,52.5,63.6,adult,female,2016
Artibeus planirostris,43,64.1,adult,female,2016
Artibeus planirostris,43,61,adult,male,2016
Artibeus planirostris,48,63.9,adult,male,2016
Artibeus planirostris,42,62.4,adult,male,2016
Artibeus planirostris,45.5,63.9,adult,female,2016
Artibeus planirostris,48.5,63.9,adult,female,2016
Artibeus planirostris,45,65,adult,female,2016
Artibeus planirostris,43,63,adult,female,2016
Artibeus planirostris,41.5,63.8,adult,male,2016
Artibeus planirostris,40,61.7,adult,male,2016
Artibeus planirostris,47,65.3,adult,female,2016
Artibeus planirostris,60,66.6,adult,female,2016
Artibeus planirostris,53,65.4,adult,female,2016
Artibeus planirostris,42.5,64,adult,female,2016
Artibeus planirostris,54,62.5,adult,female,2016
Artibeus planirostris,38,60.6,adult,female,2016
Artibeus planirostris,40.5,61.1,adult,female,2016
Artibeus planirostris,39,63.5,adult,male,2016
Artibeus planirostris,39,63.4,adult,male,2016
Artibeus planirostris,44.5,64.2,adult,female,2016
Artibeus planirostris,48,65.4,adult,female,2016
Artibeus planirostris,41.5,61.8,adult,female,2016
Artibeus planirostris,43,63.5,adult,male,2016
Artibeus planirostris,50,66.5,adult,female,2016
Artibeus planirostris,45.5,64.2,adult,male,2016
Artibeus planirostris,42,62.4,adult,female,2016
Artibeus planirostris,59,62,adult,female,2016
Artibeus planirostris,51,61.8,adult,female,2016
Artibeus planirostris,47,63.2,adult,female,2016
Artibeus planirostris,43,63.7,adult,male,2016
Artibeus planirostris,55,65,adult,female,2016
Artibeus planirostris,42,63.1,adult,female,2016
Artibeus planirostris,48,62.9,adult,female,2016
Artibeus planirostris,45,60.9,adult,male,2016
Artibeus planirostris,48,60.5,adult,female,2016
Artibeus planirostris,50,60.8,adult,female,2016
Artibeus planirostris,47,63.4,adult,female,2016
Artibeus planirostris,44,60.7,adult,male,2016
Artibeus planirostris,43,62,adult,male,2016
Artibeus planirostris,46,59.9,adult,female,2016
Artibeus planirostris,45,61.9,adult,female,2016
Artibeus planirostris,48,59.9,adult,female,2016
Artibeus planirostris,47,60,adult,female,2016
Artibeus planirostris,43,60.9,adult,male,2016
Artibeus planirostris,42,58.7,adult,male,2016
Artibeus planirostris,48,63.3,adult,female,2016
Artibeus planirostris,51,60.2,adult,male,2016
Artibeus planirostris,47,61.8,adult,female,2016
Artibeus planirostris,56,66.4,adult,female,2016
Artibeus planirostris,46,64.4,adult,female,2016
Artibeus planirostris,54,63.5,adult,female,2016
Artibeus planirostris,44.5,65.6,adult,female,2016
Artibeus planirostris,56,65.7,adult,female,2016
Artibeus planirostris,54.5,66.8,adult,female,2016
Artibeus planirostris,49,62.5,juvenile,female,2016
Artibeus planirostris,55,63.6,adult,female,2016
Artibeus planirostris,55,61.8,adult,female,2016
Artibeus planirostris,36,58.8,juvenile,male,2016
Artibeus planirostris,50.5,62.2,juvenile,female,2016
Artibeus planirostris,46,61.4,adult,male,2016
Artibeus planirostris,40,57.8,juvenile,male,2016
Artibeus planirostris,46,64,adult,male,2016
Artibeus planirostris,44,64.3,adult,female,2016
Artibeus planirostris,45,61,adult,female,2016
Artibeus planirostris,44,59.8,adult,male,2016
Artibeus planirostris,40.5,61.5,juvenile,male,2016
Artibeus planirostris,46.5,61,adult,female,2016
Artibeus planirostris,46.5,62,adult,female,2016
Artibeus planirostris,45,60.3,adult,female,2016
Artibeus planirostris,46,59.1,adult,female,2016
Artibeus planirostris,46.5,63.3,adult,female,2016
Artibeus planirostris,37,61.6,juvenile,male,2016
Artibeus planirostris,57,64.2,adult,female,2016
Artibeus planirostris,46,62,adult,female,2016
Artibeus planirostris,46,62,juvenile,male,2016
Artibeus planirostris,27,59,adult,female,2016
Artibeus planirostris,37,61.6,juvenile,male,2016
Artibeus planirostris,27,59.2,juvenile,male,2016
Artibeus planirostris,41.5,58.7,adult,female,2016
Artibeus planirostris,46,62.4,adult,female,2016
Artibeus planirostris,55,60.7,adult,female,2016
Artibeus planirostris,65,61.9,adult,female,2016
Artibeus planirostris,29,60,adult,female,2016
Artibeus planirostris,56.5,66.4,adult,female,2016
Artibeus planirostris,42.5,63.2,adult,female,2016
Artibeus planirostris,46,59.3,adult,female,2016
Artibeus planirostris,37.5,62.5,juvenile,male,2016
Artibeus planirostris,46.5,62.6,adult,female,2016
Artibeus planirostris,36.5,68.9,juvenile,male,2016
Artibeus planirostris,35.5,60.5,juvenile,male,2016
Artibeus planirostris,47,64.5,juvenile,male,2016
Artibeus planirostris,42.5,63.2,juvenile,male,2016
Artibeus planirostris,41,62.8,juvenile,female,2016
Artibeus planirostris,40,59.9,juvenile,male,2016
Artibeus planirostris,36,62,juvenile,female,2016
Artibeus planirostris,40,62.9,juvenile,female,2016
Artibeus planirostris,50,63.5,adult,female,2016
Artibeus planirostris,37,61.2,juvenile,male,2016
Artibeus planirostris,52,61.5,adult,female,2016
Artibeus planirostris,55.5,63,adult,female,2016
Artibeus planirostris,45,60.4,juvenile,male,2016
Artibeus planirostris,36,63.9,juvenile,male,2016
Artibeus planirostris,47,62,adult,male,2016
Artibeus planirostris,49,61.2,adult,female,2016
Artibeus planirostris,45.5,60.7,adult,male,2016
Artibeus planirostris,51.8,62.5,adult,female,2016
Artibeus planirostris,45.5,61,adult,female,2016
Artibeus planirostris,46,60,adult,male,2016
Artibeus planirostris,46,60,adult,male,2016
Artibeus planirostris,54.2,59.5,adult,female,2016
Artibeus planirostris,39.5,59.7,adult,female,2016
Artibeus planirostris,42,58.4,juvenile,male,2016
Artibeus planirostris,46,60.7,adult,male,2016
Artibeus planirostris,40,62.3,adult,male,2016
Artibeus planirostris,36.5,59.9,adult,female,2016
Artibeus planirostris,50.5,59,adult,female,2016
Artibeus planirostris,46,64.3,adult,female,2016
Artibeus planirostris,49,60.8,adult,male,2016
Artibeus planirostris,40,63,juvenile,male,2016
Artibeus planirostris,54.5,62.6,adult,male,2016
Artibeus planirostris,44,62.4,adult,female,2016
Artibeus planirostris,43.5,61.6,juvenile,male,2016
Artibeus planirostris,43,63,adult,male,2016
Artibeus planirostris,49.5,65.6,adult,female,2016
Artibeus planirostris,40,61.9,juvenile,male,2016
Artibeus planirostris,42.5,64.8,adult,female,2016
Artibeus planirostris,50.5,64.6,adult,female,2016
Artibeus planirostris,45.5,63,adult,male,2016
Artibeus planirostris,40,64,adult,male,2016
Artibeus planirostris,42,62,adult,male,2016
Artibeus planirostris,45,62.8,juvenile,female,2016
Artibeus planirostris,43,62.85,adult,male,2016
Artibeus planirostris,60,64.3,adult,female,2016
Artibeus planirostris,53.5,68,adult,female,2016
Artibeus planirostris,45.5,65,adult,male,2016
Artibeus planirostris,45.5,65,adult,male,2016
Artibeus planirostris,67.5,62.5,adult,female,2016
Artibeus planirostris,49.5,65.8,adult,female,2016
Artibeus planirostris,43.5,61.8,adult,female,2016
Artibeus planirostris,49.5,65,adult,female,2016
Artibeus planirostris,54.5,62.8,adult,female,2016
Artibeus planirostris,49,63.5,adult,female,2016
Artibeus planirostris,68,64.85,adult,female,2016
Artibeus planirostris,58,68.2,adult,female,2016
Artibeus planirostris,46,61,adult,female,2016
Artibeus planirostris,45.5,64.3,adult,female,2016
Artibeus planirostris,47.5,64.45,adult,female,2016
Artibeus planirostris,49,59.6,adult,male,2016
Artibeus planirostris,67.5,63,adult,female,2016
Artibeus planirostris,48,64.6,adult,female,2016
Artibeus planirostris,47.5,64,adult,male,2016
Artibeus planirostris,51,66,adult,female,2016
Artibeus planirostris,48.5,65,adult,female,2016
Artibeus planirostris,45,59.8,adult,female,2016
Artibeus planirostris,51.5,63.35,adult,female,2016
Artibeus planirostris,50,63.4,adult,female,2016
Artibeus planirostris,42,61.8,juvenile,male,2016
Artibeus planirostris,47,64,adult,male,2016
Artibeus planirostris,53,66,adult,female,2016
Artibeus planirostris,44.5,59,juvenile,male,2016
Artibeus planirostris,51.5,65,adult,female,2016
Artibeus planirostris,57.5,60,adult,female,2016
Artibeus planirostris,47,62.4,adult,male,2016
Artibeus planirostris,43,63,adult,female,2016
Artibeus planirostris,45,66.3,adult,female,2016
Artibeus planirostris,45.5,60.5,adult,female,2016
Artibeus planirostris,40.5,59.8,adult,female,2016
Artibeus planirostris,43,62,adult,female,2016
Artibeus planirostris,42,64,adult,male,2016
Artibeus planirostris,28,62.3,adult,male,2016
Artibeus planirostris,44.5,61.5,adult,female,2016
Artibeus planirostris,47,65,adult,female,2016
Artibeus planirostris,49,63.4,adult,female,2016
Artibeus planirostris,42,66.5,adult,female,2016
Artibeus planirostris,47.5,61.35,adult,female,2016
Artibeus planirostris,42.5,64.3,juvenile,male,2016
Artibeus planirostris,43,64.8,adult,female,2016
Artibeus planirostris,45,60.15,adult,male,2016
Artibeus planirostris,51.5,64,adult,female,2016
Artibeus planirostris,48,65,adult,female,2016
Artibeus planirostris,41,61,adult,female,2016
Artibeus planirostris,44.5,62.2,adult,female,2016
Artibeus planirostris,48.5,65.7,adult,female,2016
Artibeus planirostris,43,65.5,adult,female,2016
Artibeus planirostris,45,63.7,adult,female,2016
Artibeus planirostris,50,62.4,adult,female,2016
Artibeus planirostris,45.5,61.9,adult,female,2016
Artibeus planirostris,46.5,66.6,adult,female,2016
Artibeus planirostris,48,63.7,juvenile,male,2016
Artibeus planirostris,58,66.9,adult,female,2016
Artibeus planirostris,45.5,63.7,adult,female,2016
Artibeus planirostris,45.5,62.3,adult,female,2016
Artibeus planirostris,48.5,61.6,adult,female,2016
Artibeus planirostris,46,64.4,juvenile,male,2016
Artibeus planirostris,48.5,65.8,adult,female,2016
Artibeus planirostris,50,67.4,adult,female,2016
Artibeus planirostris,59,65.3,adult,female,2016
Artibeus planirostris,52,64.5,adult,female,2016
Artibeus planirostris,44,64.6,adult,male,2016
Artibeus planirostris,46,64,adult,female,2016
Artibeus planirostris,39.5,58,juvenile,male,2016
Artibeus planirostris,43,64.4,adult,male,2016
Artibeus planirostris,43,60,juvenile,male,2016
Artibeus planirostris,50,64.7,adult,female,2016
Artibeus planirostris,47.5,61.9,adult,female,2016
Artibeus planirostris,48.5,63.8,adult,female,2016
Artibeus planirostris,47,64.4,adult,female,2016
Artibeus planirostris,43,62.6,juvenile,female,2016
Artibeus planirostris,45,63.3,adult,male,2016
Artibeus planirostris,48,64.4,juvenile,male,2016
Artibeus planirostris,46,61,juvenile,male,2016
Artibeus planirostris,50,61,adult,female,2016
Artibeus planirostris,49,62.4,juvenile,male,2016
Artibeus planirostris,44.5,63.6,juvenile,male,2016
Artibeus planirostris,46,64.9,adult,female,2016
Artibeus planirostris,49,64.9,adult,female,2016
Artibeus planirostris,45.5,61.7,adult,male,2016
Artibeus planirostris,36,64.1,adult,male,2016
Artibeus planirostris,44,63,juvenile,male,2016
Artibeus planirostris,58,65,adult,female,2016
Artibeus planirostris,45,64.7,juvenile,female,2016
Artibeus planirostris,39,58.7,juvenile,male,2016
Artibeus planirostris,48,64,adult,female,2016
Artibeus planirostris,51,64,adult,female,2016
Artibeus planirostris,49,62,adult,female,2016
Artibeus planirostris,48,64,adult,female,2016
Artibeus planirostris,46,65.4,adult,female,2016
Artibeus planirostris,53.5,64,adult,female,2016
Artibeus planirostris,49.5,66.6,adult,female,2016
Artibeus planirostris,45,63,juvenile,female,2016
Artibeus planirostris,47.5,66,juvenile,male,2016
Artibeus planirostris,41.5,62,juvenile,male,2016
Artibeus planirostris,50,63.8,adult,female,2016
Artibeus planirostris,45,63.6,juvenile,male,2016
Artibeus planirostris,44.5,61,adult,male,2016
Artibeus planirostris,45,60.4,adult,male,2016
Artibeus planirostris,47.5,60.7,adult,female,2016
Artibeus planirostris,47,63,adult,female,2016
Artibeus planirostris,47,63,adult,female,2016
Artibeus planirostris,44,63.8,adult,female,2016
Artibeus planirostris,48,61,adult,female,2016
Artibeus planirostris,45,60,adult,female,2016
Artibeus planirostris,42,60,adult,female,2016
Artibeus planirostris,48,65.8,adult,female,2016
Artibeus planirostris,47,62.5,adult,male,2016
Artibeus planirostris,52,63.5,adult,female,2016
Artibeus planirostris,46,59.8,adult,female,2016
Artibeus planirostris,44,62,adult,female,2016
Artibeus planirostris,55,63.8,adult,female,2016
Artibeus planirostris,55.9,69.1,adult,female,2016
Artibeus planirostris,40,63,adult,female,2016
Artibeus planirostris,44,61.5,juvenile,male,2016
Artibeus planirostris,45.5,64.6,adult,male,2016
Artibeus planirostris,44,63.3,juvenile,male,2016
Artibeus planirostris,41,60,juvenile,male,2016
Artibeus planirostris,42,63.9,adult,female,2016
Artibeus planirostris,45,61.9,adult,male,2016
Artibeus planirostris,45,62.7,adult,male,2016
Artibeus planirostris,46,63.9,adult,female,2016
Artibeus planirostris,41,60.3,adult,female,2016
Artibeus planirostris,46,61.9,adult,female,2016
Artibeus planirostris,47,63,adult,female,2016
Artibeus planirostris,50,64.4,adult,female,2016
Artibeus planirostris,48.5,66.3,adult,female,2016
